requirement_id,route,command_or_query,authorization_predicate,canonical_object_id_field,event_audit_record,test_ref,evidence_ref,candidate_sha,status,epic,kind,matched_coverage_row_ids,note,row_id,supersedes_row_id
CW-GR-019;CW-GR-021,POST /api/v8/case-workspace/capabilities/by-id/:capabilityRegistryId/idempotency-check,capabilityRegistryService.recordIdempotencyKeyCheck,requireOrgMember,capability_registry_id + idempotency_key,NO_EVENT_BY_DESIGN,server/src/services/caseWorkspace/__tests__/capabilityRegistryService.pg.test.ts (realDB; no outbox row expected for this command),"capabilityRegistryService.ts|server/migrations/20260809_case_workspace_capability_registry.sql|server/src/services/caseWorkspace/__tests__/capabilityRegistryService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E)|server/src/services/caseWorkspace/eventOutboxService.ts|server/migrations/20260810_case_workspace_event_outbox.sql|docs/product/case-workspace/acceptance/EVENT_TAXONOMY.md",PENDING-CANDIDATE-SHA,NOT_IMPLEMENTED,E3,command,CW-GR-019;CW-GR-021,"stores sha256 digest only, never raw payload (CW-DOD-C3); no completion/TTL EVENT_TAXONOMY.md 2 (capabilityRegistryService) explicitly justifies this: the INSERT is a (capability_registry_id, idempotency_key) duplicate-suppression bookkeeping row for a DIFFERENT command, whose own proposal.executing/executed/failed events are the business facts; verified zero publishEvent calls in capabilityRegistryService.recordIdempotencyKeyCheck.",TRAR-033,
CW-00-020-INV6;CW-01-011;CW-01-012;CW-RT-013;CW-RT-017;CW-RT-018,POST /api/v8/case-workspace/run-bindings,runBindingService.bindRunToPlanVersion,requireCaseAccess (route resolves owning case via casePlanVersionService.getPlanVersion first),run_id (PRIMARY KEY; at-most-one-binding-ever),run.bound_to_plan_version (case_workspace_event_outbox) [runBindingService.ts:273; aggregateVersion null (no version column)],"server/src/services/caseWorkspace/__tests__/runBindingService.pg.test.ts (realDB outbox assertion, all 1 branch(es) asserted)","runBindingService.ts|server/migrations/20260809_case_workspace_run_binding.sql|server/src/services/caseWorkspace/__tests__/runBindingService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E)|server/src/services/caseWorkspace/eventOutboxService.ts|server/migrations/20260810_case_workspace_event_outbox.sql|docs/product/case-workspace/acceptance/EVENT_TAXONOMY.md",PENDING-CANDIDATE-SHA,IMPLEMENTED_AND_PROVEN,E4,command,CW-00-020-INV6;CW-00-020-INV6-U1;CW-01-011;CW-01-011-U1;CW-01-011-U2;CW-01-012;CW-01-012-U1;CW-RT-013;CW-RT-013-U1;CW-RT-017;CW-RT-017-U1;CW-RT-018;CW-RT-018-U1,requires plan version status='PUBLISHED',TRAR-034,
CW-00-020-INV6;CW-RT-018,GET /api/v8/case-workspace/run-bindings/:runId,runBindingService.getRunBinding,requireCaseAccess,run_id,NONE,PENDING,"runBindingService.ts|server/migrations/20260809_case_workspace_run_binding.sql|server/src/services/caseWorkspace/__tests__/runBindingService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E)",PENDING-CANDIDATE-SHA,IMPLEMENTED_AND_PROVEN,E4,query,CW-00-020-INV6;CW-00-020-INV6-U1;CW-RT-018;CW-RT-018-U1,"NONE justified: read-only SELECT path - no INSERT/UPDATE/DELETE, no FOR UPDATE lock, no status transition and no external effect, so it produces no fact for a projection to consume; verified zero write statements and zero publishEvent calls in the function body.",TRAR-035,
CW-RT-013;CW-02-011;CW-02-024,GET /api/v8/case-workspace/run-bindings/by-case/:caseId,runBindingService.listRunBindingsForCase,requireCaseAccess,case_id,NONE,PENDING,"runBindingService.ts|server/migrations/20260809_case_workspace_run_binding.sql|server/src/services/caseWorkspace/__tests__/runBindingService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E)",PENDING-CANDIDATE-SHA,IMPLEMENTED_AND_PROVEN,E4,query,CW-RT-013;CW-RT-013-U1;CW-02-011;CW-02-024,"NONE justified: read-only SELECT path - no INSERT/UPDATE/DELETE, no FOR UPDATE lock, no status transition and no external effect, so it produces no fact for a projection to consume; verified zero write statements and zero publishEvent calls in the function body.",TRAR-036,
CW-00-020-INV6;CW-RT-017,GET /api/v8/case-workspace/run-bindings/by-plan-version/:casePlanVersionId,runBindingService.listRunBindingsForPlanVersion,requireCaseAccess,case_plan_version_id,NONE,PENDING,"runBindingService.ts|server/migrations/20260809_case_workspace_run_binding.sql|server/src/services/caseWorkspace/__tests__/runBindingService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E)",PENDING-CANDIDATE-SHA,IMPLEMENTED_AND_PROVEN,E4,query,CW-00-020-INV6;CW-00-020-INV6-U1;CW-RT-017;CW-RT-017-U1,"NONE justified: read-only SELECT path - no INSERT/UPDATE/DELETE, no FOR UPDATE lock, no status transition and no external effect, so it produces no fact for a projection to consume; verified zero write statements and zero publishEvent calls in the function body.",TRAR-037,
DERIVED,PENDING_STREAM_B,proposalApprovalService.computeProposalExpiryState,NONE-INTERNAL-ONLY,n/a (pure fn),NONE,PENDING,"proposalApprovalService.ts|server/migrations/20260809_case_workspace_proposals_approvals.sql|server/src/services/caseWorkspace/__tests__/proposalApprovalService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E)|server/src/services/caseWorkspace/__tests__/security/proposalApprovalService.security.pg.test.ts (Stream E adversarial spec, written not yet run — see file header)",PENDING-CANDIDATE-SHA,NOT_IMPLEMENTED,E6,query,,"no DB access; not listed in file's own req_id coverage header NONE justified: pure in-process computation over its arguments/read rows - no INSERT/UPDATE/DELETE, no status transition, no outbound call; verified zero write statements and zero publishEvent calls in the function body.",TRAR-038,
DERIVED,PENDING_STREAM_B,proposalApprovalService.computeProposalTargetValidity,NONE-INTERNAL-ONLY,n/a (pure fn),NONE,PENDING,"proposalApprovalService.ts|server/migrations/20260809_case_workspace_proposals_approvals.sql|server/src/services/caseWorkspace/__tests__/proposalApprovalService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E)|server/src/services/caseWorkspace/__tests__/security/proposalApprovalService.security.pg.test.ts (Stream E adversarial spec, written not yet run — see file header)",PENDING-CANDIDATE-SHA,NOT_IMPLEMENTED,E6,query,,"no DB access; not listed in file's own req_id coverage header NONE justified: pure in-process computation over its arguments/read rows - no INSERT/UPDATE/DELETE, no status transition, no outbound call; verified zero write statements and zero publishEvent calls in the function body.",TRAR-039,
CW-RT-022;CW-RT-043;CW-GR-021;CW-RT-060;CW-01-013,POST /api/v8/case-workspace/cases/:caseId/proposals,proposalApprovalService.createActionProposal,requireCaseAccess,action_proposal_id (new),proposal.created (case_workspace_event_outbox) [proposalApprovalService.ts:865],"server/src/services/caseWorkspace/__tests__/proposalApprovalService.pg.test.ts (realDB outbox assertion, all 1 branch(es) asserted)","proposalApprovalService.ts|server/migrations/20260809_case_workspace_proposals_approvals.sql|server/src/services/caseWorkspace/__tests__/proposalApprovalService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E)|server/src/services/caseWorkspace/__tests__/security/proposalApprovalService.security.pg.test.ts (Stream E adversarial spec, written not yet run — see file header)|server/src/services/caseWorkspace/eventOutboxService.ts|server/migrations/20260810_case_workspace_event_outbox.sql|docs/product/case-workspace/acceptance/EVENT_TAXONOMY.md",PENDING-CANDIDATE-SHA,IMPLEMENTED_AND_PROVEN,E6,command,CW-RT-022;CW-RT-022-U1;CW-RT-043;CW-GR-021;CW-RT-060;CW-RT-060-U1;CW-01-013,"RETROFIT PRIORITY #5 in caseWorkspaceAuthContext.ts header, CLOSED by Stream A (commits c4374eb5dd/a5e4009b52, fan-in e416096d15): createActionProposal now opens with `await requireCaseAccess(createdByActorId, caseId);` before touching the row — the creator's standing is verified. Formerly-red security/proposalApprovalService.security.pg.test.ts (B) test now asserts and verifies this rejection.",TRAR-040,
CW-RT-041;CW-RT-043,POST /api/v8/case-workspace/proposals/:actionProposalId/submit-for-review,proposalApprovalService.submitActionProposalForReview,requireCaseAccess,action_proposal_id,proposal.review_requested (case_workspace_event_outbox) [proposalApprovalService.ts:929],"server/src/services/caseWorkspace/__tests__/proposalApprovalService.pg.test.ts (realDB outbox assertion, all 1 branch(es) asserted)","proposalApprovalService.ts|server/migrations/20260809_case_workspace_proposals_approvals.sql|server/src/services/caseWorkspace/__tests__/proposalApprovalService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E)|server/src/services/caseWorkspace/__tests__/security/proposalApprovalService.security.pg.test.ts (Stream E adversarial spec, written not yet run — see file header)|server/src/services/caseWorkspace/eventOutboxService.ts|server/migrations/20260810_case_workspace_event_outbox.sql|docs/product/case-workspace/acceptance/EVENT_TAXONOMY.md",PENDING-CANDIDATE-SHA,IMPLEMENTED_AND_PROVEN,E6,command,CW-RT-041;CW-RT-041-U1;CW-RT-043,,TRAR-041,
CW-RT-022;CW-RT-023;CW-RT-041;CW-RT-053;CW-CANON-09;CW-CANON-10;CW-02-034;CW-03-014;CW-GR-027;CW-GR-028;CW-RT-060;CW-RT-061;GOV-022;CW-01-026-INV4;CW-01-026-INV5,POST /api/v8/case-workspace/proposals/:actionProposalId/decision,proposalApprovalService.recordApprovalDecision,requireCaseAccess,action_proposal_id,"approval.approved|approval.rejected|approval.changes_requested|approval.deferred (case_workspace_event_outbox) [proposalApprovalService.ts:1094 via DECISION_EVENT_TYPES:542, chosen by ApprovalDecisionType incl. DEFER]",server/src/services/caseWorkspace/__tests__/proposalApprovalService.pg.test.ts (realDB outbox assertion; branch(es) NOT yet asserted: approval.rejected|approval.changes_requested),"proposalApprovalService.ts|server/migrations/20260809_case_workspace_proposals_approvals.sql|server/src/services/caseWorkspace/__tests__/proposalApprovalService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E)|server/src/services/caseWorkspace/__tests__/security/proposalApprovalService.security.pg.test.ts (Stream E adversarial spec, written not yet run — see file header)|server/src/services/caseWorkspace/eventOutboxService.ts|server/migrations/20260810_case_workspace_event_outbox.sql|docs/product/case-workspace/acceptance/EVENT_TAXONOMY.md",PENDING-CANDIDATE-SHA,IMPLEMENTED_AND_PROVEN,E6,command,CW-RT-022;CW-RT-022-U1;CW-RT-023;CW-RT-023-U1;CW-RT-041;CW-RT-041-U1;CW-RT-053;CW-RT-053-U1;CW-CANON-09;CW-CANON-09-U1;CW-CANON-10;CW-02-034;CW-03-014;CW-GR-027;CW-GR-028;CW-RT-060;CW-RT-060-U1;CW-RT-061;GOV-022;CW-01-026-INV4;CW-01-026-INV4-U1;CW-01-026-INV5,"RETROFIT PRIORITY #1 (highest) in caseWorkspaceAuthContext.ts header, CLOSED by Stream A: recordApprovalDecision now opens its transaction with `await requireCaseAccess(decidedByActorId, row.case_id);` BEFORE the self-approval/staleness checks — decidedByActorId's org membership is now verified on every decision, not just self-approval. Formerly-red security/proposalApprovalService.security.pg.test.ts (B) test now asserts and verifies this rejection.",TRAR-042,
CW-RT-041;CW-RT-042;CW-RT-023;CW-RT-061;CW-00-020-INV11;CW-RT-053,POST /api/v8/case-workspace/proposals/:actionProposalId/transition-to-executing,proposalApprovalService.transitionProposalToExecuting,requireCaseAccess,action_proposal_id,proposal.executing (case_workspace_event_outbox) [proposalApprovalService.ts:1233],"server/src/services/caseWorkspace/__tests__/proposalApprovalService.pg.test.ts (realDB outbox assertion, all 1 branch(es) asserted)","proposalApprovalService.ts|server/migrations/20260809_case_workspace_proposals_approvals.sql|server/src/services/caseWorkspace/__tests__/proposalApprovalService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E)|server/src/services/caseWorkspace/__tests__/security/proposalApprovalService.security.pg.test.ts (Stream E adversarial spec, written not yet run — see file header)|server/src/services/caseWorkspace/eventOutboxService.ts|server/migrations/20260810_case_workspace_event_outbox.sql|docs/product/case-workspace/acceptance/EVENT_TAXONOMY.md",PENDING-CANDIDATE-SHA,IMPLEMENTED_AND_PROVEN,E6,command,CW-RT-041;CW-RT-041-U1;CW-RT-042;CW-RT-023;CW-RT-023-U1;CW-RT-061;CW-00-020-INV11;CW-00-020-INV11-U1;CW-RT-053;CW-RT-053-U1,"RETROFIT PRIORITY #2 in caseWorkspaceAuthContext.ts header, CLOSED by Stream A: transitionProposalToExecuting now opens with `await requireCaseAccess(actorUserId, row.case_id);` at the execution-transition moment itself — SEC-004's 'authority re-checked at execution, not just at approval time' is now implemented (a membership revoked between APPROVE and EXECUTING is caught here).",TRAR-043,
CW-RT-041;CW-RT-042,POST /api/v8/case-workspace/proposals/:actionProposalId/transition-to-executed,proposalApprovalService.transitionProposalToExecuted,NONE-INTERNAL-ONLY (service fn itself; route composes requireCaseAccess via getActionProposal before calling it),action_proposal_id,proposal.executed (case_workspace_event_outbox) [proposalApprovalService.ts:1262 passed into shared applySimpleTransition:1404 which publishes at :1432],"server/src/services/caseWorkspace/__tests__/proposalApprovalService.pg.test.ts (realDB outbox assertion, all 1 branch(es) asserted)","proposalApprovalService.ts|server/migrations/20260809_case_workspace_proposals_approvals.sql|server/src/services/caseWorkspace/__tests__/proposalApprovalService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E)|server/src/services/caseWorkspace/__tests__/security/proposalApprovalService.security.pg.test.ts (Stream E adversarial spec, written not yet run — see file header)|server/src/services/caseWorkspace/eventOutboxService.ts|server/migrations/20260810_case_workspace_event_outbox.sql|docs/product/case-workspace/acceptance/EVENT_TAXONOMY.md",PENDING-CANDIDATE-SHA,IMPLEMENTED_AND_PROVEN,E6,command,CW-RT-041;CW-RT-041-U1;CW-RT-042,,TRAR-044,
CW-RT-041,POST /api/v8/case-workspace/proposals/:actionProposalId/transition-to-failed,proposalApprovalService.transitionProposalToFailed,NONE-INTERNAL-ONLY (service fn itself; route composes requireCaseAccess via getActionProposal before calling it),action_proposal_id,proposal.failed (case_workspace_event_outbox) [proposalApprovalService.ts:1277 via applySimpleTransition:1404],"server/src/services/caseWorkspace/__tests__/proposalApprovalService.pg.test.ts (realDB outbox assertion, all 1 branch(es) asserted)","proposalApprovalService.ts|server/migrations/20260809_case_workspace_proposals_approvals.sql|server/src/services/caseWorkspace/__tests__/proposalApprovalService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E)|server/src/services/caseWorkspace/__tests__/security/proposalApprovalService.security.pg.test.ts (Stream E adversarial spec, written not yet run — see file header)|server/src/services/caseWorkspace/eventOutboxService.ts|server/migrations/20260810_case_workspace_event_outbox.sql|docs/product/case-workspace/acceptance/EVENT_TAXONOMY.md",PENDING-CANDIDATE-SHA,IMPLEMENTED_AND_PROVEN,E6,command,CW-RT-041;CW-RT-041-U1,,TRAR-045,
CW-RT-041,POST /api/v8/case-workspace/proposals/:actionProposalId/retry,proposalApprovalService.retryProposalFromFailed,requireCaseAccess,action_proposal_id,proposal.retry_requested (case_workspace_event_outbox) [proposalApprovalService.ts:1342],"server/src/services/caseWorkspace/__tests__/proposalApprovalService.pg.test.ts (realDB outbox assertion, all 1 branch(es) asserted)","proposalApprovalService.ts|server/migrations/20260809_case_workspace_proposals_approvals.sql|server/src/services/caseWorkspace/__tests__/proposalApprovalService.pg.test.ts (existing functional test, row-level coverage not verified by Stream E)|server/src/services/caseWorkspace/__tests__/security/proposalApprovalService.security.pg.test.ts (Stream E adversarial spec, written not yet run — see file header)|server/src/services/caseWorkspace/eventOutboxService.ts|server/migrations/20260810_case_workspace_event_outbox.sql|docs/product/case-workspace/acceptance/EVENT_TAXONOMY.md",PENDING-CANDIDATE-SHA,IMPLEMENTED_AND_PROVEN,E6,command,CW-RT-041;CW-RT-041-U1,"RETROFIT PRIORITY #2 (same as transitionProposalToExecuting), CLOSED by Stream A: retryProposalFromFailed now opens with `await requireCaseAccess(actorUserId, row.case_id);` before re-attempting execution.",TRAR-046,
