schema,table,category,family,reason,sourceEvidence,exclusionBasis,ownership
public,ai_eval_golden_sets,EXCLUDE_SECURITY,ACTIVE_SEMANTIC_POLICY_MISSING,"The relation has a structural tenant path but no active semantic writer or reviewed privacy contract, so export fails closed.",organization-export-semantic-source-index.e1.json::public.ai_eval_golden_sets ACTIVE_SEMANTIC_SOURCE_MISSING,ACTIVE_SEMANTIC_POLICY_MISSING,{}
public,ai_eval_regression_gates,EXPORT,PLATFORM_AI,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/ai/evalHarnessService.ts:719; SQL_UPDATE server/src/services/ai/evalHarnessService.ts:766; SQL_DELETE_FROM server/src/services/ai/evalHarnessService.ts:782; SQL_FROM server/src/services/ai/evalHarnessService.ts:699; SQL_FROM server/src/services/ai/evalHarnessService.ts:732,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,ai_evaluations,EXPORT,PLATFORM_AI,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/ai/evalHarnessService.ts:472; SQL_INSERT_INTO server/src/services/aiGovernanceService.ts:480; SQL_FROM server/src/services/ai/aiObservabilityService.ts:394; SQL_FROM server/src/services/ai/evalHarnessService.ts:421; SQL_FROM server/src/services/ai/evalHarnessService.ts:434,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,ai_experiment_variants,EXPORT,PLATFORM_AI,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/controllers/ai/AIExperimentsController.ts:84; SQL_FROM server/src/controllers/ai/AIExperimentsController.ts:30; SQL_FROM server/src/controllers/ai/AIExperimentsController.ts:121,,"{""kind"":""FOREIGN_KEY_PATH"",""path"":[{""column"":""experiment_id"",""parentColumn"":""id"",""parentSchema"":""public"",""parentTable"":""ai_experiments""}]}"
public,ai_experiments,EXPORT,PLATFORM_AI,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/controllers/ai/AIExperimentsController.ts:68; SQL_UPDATE server/src/controllers/ai/AIExperimentsController.ts:145; SQL_DELETE_FROM server/src/controllers/ai/AIExperimentsController.ts:208; SQL_FROM server/src/controllers/ai/AIExperimentsController.ts:16; SQL_FROM server/src/controllers/ai/AIExperimentsController.ts:113,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,ai_feature_control,EXCLUDE_SECURITY,ACTIVE_SEMANTIC_POLICY_MISSING,"The relation has a structural tenant path but no active semantic writer or reviewed privacy contract, so export fails closed.",organization-export-semantic-source-index.e1.json::public.ai_feature_control ACTIVE_SEMANTIC_SOURCE_MISSING,ACTIVE_SEMANTIC_POLICY_MISSING,{}
public,ai_feedback,EXPORT,PLATFORM_AI,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/routes/ai/ai-feedback.routes.ts:128; SQL_INSERT_INTO server/src/services/ai/aiLearningService.ts:90; SQL_INSERT_INTO server/src/services/feedbackService.ts:169; SQL_UPDATE server/src/routes/admin/ai-quality.routes.ts:245; SQL_UPDATE server/src/services/ai/aiLearningService.ts:199,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,ai_global_strategies,EXCLUDE_SECURITY,NO_PROVABLE_TENANT_BOUNDARY,"The live schema proves no organization discriminator or foreign-key path, so exporting rows could cross tenant boundaries.",staging-schema-inventory.json::public.ai_global_strategies reviewed ownership graph has no tenant path,NO_PROVABLE_TENANT_BOUNDARY,{}
public,ai_governance_policies,EXPORT,PLATFORM_AI,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/aiGovernanceService.ts:573; SQL_UPDATE server/src/services/aiGovernanceService.ts:596; SQL_DELETE_FROM server/src/services/aiGovernanceService.ts:608; SQL_FROM server/src/services/ai/dataClassificationService.ts:106; SQL_FROM server/src/services/ai/dataClassificationService.ts:199,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,ai_grounding_logs,EXPORT,PLATFORM_AI,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/ai/outputGroundingService.ts:225; SQL_FROM server/src/services/ai/aiObservabilityService.ts:383,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,ai_ideas,EXCLUDE_SECURITY,NO_PROVABLE_TENANT_BOUNDARY,"The live schema proves no organization discriminator or foreign-key path, so exporting rows could cross tenant boundaries.",staging-schema-inventory.json::public.ai_ideas reviewed ownership graph has no tenant path,NO_PROVABLE_TENANT_BOUNDARY,{}
public,ai_inbox,EXPORT,OPERATIONS,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/myWorkService.ts:489; SQL_UPDATE server/src/services/myWorkService.ts:564; SQL_FROM server/src/services/myWorkService.ts:404,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,ai_industry_templates,EXCLUDE_SECURITY,NO_PROVABLE_TENANT_BOUNDARY,"The live schema proves no organization discriminator or foreign-key path, so exporting rows could cross tenant boundaries.",staging-schema-inventory.json::public.ai_industry_templates reviewed ownership graph has no tenant path,NO_PROVABLE_TENANT_BOUNDARY,{}
public,ai_instruction_suggestions,EXPORT,PLATFORM_AI,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/jobs/aiLearningJob.ts:241; SQL_INSERT_INTO server/src/services/ai/learningSystem.ts:296; SQL_UPDATE server/src/routes/ai-prompts.routes.ts:920; SQL_UPDATE server/src/routes/ai-prompts.routes.ts:942; SQL_UPDATE server/src/routes/ai-prompts.routes.ts:964,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,ai_instructions_org,EXPORT,PLATFORM_AI,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_FROM server/src/services/ai/aiMemoryService.ts:492,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,ai_instructions_system,EXCLUDE_SECURITY,NO_PROVABLE_TENANT_BOUNDARY,"The live schema proves no organization discriminator or foreign-key path, so exporting rows could cross tenant boundaries.",staging-schema-inventory.json::public.ai_instructions_system reviewed ownership graph has no tenant path,NO_PROVABLE_TENANT_BOUNDARY,{}
public,ai_intent_routing_log,EXPORT,PLATFORM_AI,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/routes/ai.routes.ts:10047; SQL_FROM server/src/routes/ai.routes.ts:10088,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,ai_knowledge_embeddings,EXPORT,PLATFORM_AI,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/ai/embeddingService.ts:162; SQL_INSERT_INTO server/src/services/ai/embeddingService.ts:192; SQL_FROM server/src/routes/ai/ai-health-check.routes.ts:327; SQL_FROM server/src/services/InterviewInsightService.ts:3164; SQL_FROM server/src/services/ai/embeddingService.ts:240,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,ai_learned_patterns,EXCLUDE_SECURITY,ACTIVE_SEMANTIC_POLICY_MISSING,"The relation has a structural tenant path but no active semantic writer or reviewed privacy contract, so export fails closed.",organization-export-semantic-source-index.e1.json::public.ai_learned_patterns ACTIVE_SEMANTIC_SOURCE_MISSING,ACTIVE_SEMANTIC_POLICY_MISSING,{}
public,ai_learning_interactions,EXCLUDE_SECURITY,ACTIVE_SEMANTIC_POLICY_MISSING,"The relation has a structural tenant path but no active semantic writer or reviewed privacy contract, so export fails closed.",organization-export-semantic-source-index.e1.json::public.ai_learning_interactions ACTIVE_SEMANTIC_SOURCE_MISSING,ACTIVE_SEMANTIC_POLICY_MISSING,{}
public,ai_learning_jobs,EXCLUDE_SECURITY,NO_PROVABLE_TENANT_BOUNDARY,"The live schema proves no organization discriminator or foreign-key path, so exporting rows could cross tenant boundaries.",staging-schema-inventory.json::public.ai_learning_jobs reviewed ownership graph has no tenant path,NO_PROVABLE_TENANT_BOUNDARY,{}
public,ai_learning_metrics,EXCLUDE_SECURITY,ACTIVE_SEMANTIC_POLICY_MISSING,"The relation has a structural tenant path but no active semantic writer or reviewed privacy contract, so export fails closed.",organization-export-semantic-source-index.e1.json::public.ai_learning_metrics ACTIVE_SEMANTIC_SOURCE_MISSING,ACTIVE_SEMANTIC_POLICY_MISSING,{}
public,ai_learning_patterns,EXPORT,PLATFORM_AI,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/ai/aiLearningService.ts:287; SQL_INSERT_INTO server/src/services/ai/learningSystem.ts:175; SQL_UPDATE server/src/services/ai/aiLearningService.ts:268; SQL_UPDATE server/src/services/ai/aiLearningService.ts:334; SQL_UPDATE server/src/services/ai/learningSystem.ts:170,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,ai_logs,EXCLUDE_SECURITY,NO_PROVABLE_TENANT_BOUNDARY,"The live schema proves no organization discriminator or foreign-key path, so exporting rows could cross tenant boundaries.",staging-schema-inventory.json::public.ai_logs reviewed ownership graph has no tenant path,NO_PROVABLE_TENANT_BOUNDARY,{}
public,ai_long_term_memory,EXPORT,PLATFORM_AI,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/ai/longTermMemoryService.ts:66; SQL_UPDATE server/src/services/ai/longTermMemoryService.ts:94; SQL_FROM server/src/services/ai/longTermMemoryService.ts:33,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,ai_market_inbox,EXCLUDE_SECURITY,NO_PROVABLE_TENANT_BOUNDARY,"The live schema proves no organization discriminator or foreign-key path, so exporting rows could cross tenant boundaries.",staging-schema-inventory.json::public.ai_market_inbox reviewed ownership graph has no tenant path,NO_PROVABLE_TENANT_BOUNDARY,{}
public,ai_market_snapshots,EXCLUDE_SECURITY,NO_PROVABLE_TENANT_BOUNDARY,"The live schema proves no organization discriminator or foreign-key path, so exporting rows could cross tenant boundaries.",staging-schema-inventory.json::public.ai_market_snapshots reviewed ownership graph has no tenant path,NO_PROVABLE_TENANT_BOUNDARY,{}
public,ai_model_overrides,EXPORT,PLATFORM_AI,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_FROM server/src/services/ai/modelRouter.ts:1502,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,ai_model_permissions,EXPORT,PLATFORM_AI,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/aiBudgetService.ts:498; SQL_DELETE_FROM server/src/services/aiBudgetService.ts:570; SQL_FROM server/src/services/aiBudgetService.ts:462; SQL_FROM server/src/services/aiBudgetService.ts:520; SQL_FROM server/src/services/aiBudgetService.ts:532,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,ai_nudge_actions,EXCLUDE_SECURITY,NO_PROVABLE_TENANT_BOUNDARY,"The live schema proves no organization discriminator or foreign-key path, so exporting rows could cross tenant boundaries.",staging-schema-inventory.json::public.ai_nudge_actions reviewed ownership graph has no tenant path,NO_PROVABLE_TENANT_BOUNDARY,{}
public,ai_nudge_activity,EXPORT,PLATFORM_AI,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/ai/proactiveNudges.ts:109,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,ai_nudge_dismissals,EXCLUDE_SECURITY,NO_PROVABLE_TENANT_BOUNDARY,"The live schema proves no organization discriminator or foreign-key path, so exporting rows could cross tenant boundaries.",staging-schema-inventory.json::public.ai_nudge_dismissals reviewed ownership graph has no tenant path,NO_PROVABLE_TENANT_BOUNDARY,{}
public,ai_nudge_log,EXCLUDE_SECURITY,ACTIVE_SEMANTIC_POLICY_MISSING,"The relation has a structural tenant path but no active semantic writer or reviewed privacy contract, so export fails closed.",organization-export-semantic-source-index.e1.json::public.ai_nudge_log ACTIVE_SEMANTIC_SOURCE_MISSING,ACTIVE_SEMANTIC_POLICY_MISSING,{}
public,ai_nudge_suppressions,EXCLUDE_SECURITY,NO_PROVABLE_TENANT_BOUNDARY,"The live schema proves no organization discriminator or foreign-key path, so exporting rows could cross tenant boundaries.",staging-schema-inventory.json::public.ai_nudge_suppressions reviewed ownership graph has no tenant path,NO_PROVABLE_TENANT_BOUNDARY,{}
public,ai_observability_snapshots,EXCLUDE_SECURITY,ACTIVE_SEMANTIC_POLICY_MISSING,"The relation has a structural tenant path but no active semantic writer or reviewed privacy contract, so export fails closed.",organization-export-semantic-source-index.e1.json::public.ai_observability_snapshots ACTIVE_SEMANTIC_SOURCE_MISSING,ACTIVE_SEMANTIC_POLICY_MISSING,{}
public,ai_observations,EXCLUDE_SECURITY,NO_PROVABLE_TENANT_BOUNDARY,"The live schema proves no organization discriminator or foreign-key path, so exporting rows could cross tenant boundaries.",staging-schema-inventory.json::public.ai_observations reviewed ownership graph has no tenant path,NO_PROVABLE_TENANT_BOUNDARY,{}
public,ai_operator_communications,EXPORT,PLATFORM_AI,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/aiOperatorService.ts:1761,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,ai_operator_interventions,EXPORT,PLATFORM_AI,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/aiOperatorService.ts:863; SQL_UPDATE server/src/services/aiOperatorService.ts:1723; SQL_FROM server/src/services/aiOperatorService.ts:814; SQL_FROM server/src/services/aiOperatorService.ts:1738,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,ai_operator_plans,EXPORT,PLATFORM_AI,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/aiOperatorService.ts:790; SQL_UPDATE server/src/services/aiOperatorService.ts:783; SQL_FROM server/src/services/aiOperatorService.ts:748,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,ai_operator_profiles,EXPORT,PLATFORM_AI,The live schema proves this tenant-owned relation through an exact organization discriminator or foreign-key path.,SQL_INSERT_INTO server/src/services/aiOperatorService.ts:176; SQL_FROM server/src/services/aiOperatorService.ts:205,,"{""column"":""organization_id"",""kind"":""DIRECT_COLUMN""}"
public,ai_ops_report_state,EXCLUDE_SECURITY,NO_PROVABLE_TENANT_BOUNDARY,"The live schema proves no organization discriminator or foreign-key path, so exporting rows could cross tenant boundaries.",staging-schema-inventory.json::public.ai_ops_report_state reviewed ownership graph has no tenant path,NO_PROVABLE_TENANT_BOUNDARY,{}
