category	file	test	root_cause	first_failure_message
d	tests/acceptance/res-012-diag-empty-id-route.realdb.test.ts	RN-G6-A1 diagnostic — empty snapshotId falls through to the list route GET /api/results/kpi-reports/ (empty id) returns the LIST payload shape, not a 404 and not snapshot detail	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 403 to be 200 // Object.is equality
d	tests/acceptance/res-012-diag-empty-id-route.realdb.test.ts	RN-G6-A1 diagnostic — empty snapshotId falls through to the list route GET /api/results/kpi-reports/some-nonexistent-id (non-empty id) correctly 404s via the detail route	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 403 to be 404 // Object.is equality
d	tests/acceptance/res-012-reporting-snapshot.realdb.test.ts	RES-12 — immutable KPI reporting snapshot and Report Builder lineage creates a period-bounded snapshot and a reopenable report with exact lineage	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: {"success":false,"code":"ORG_MEMBERSHIP_REVOKED"}: expected 403 to be 200 // Object.is equality
d	tests/acceptance/res-012-reporting-snapshot.realdb.test.ts	RES-12 — immutable KPI reporting snapshot and Report Builder lineage keeps v1 immutable and creates v2 from the changed measurement	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	TypeError: Cannot read properties of undefined (reading 'snapshot')
d	tests/acceptance/res-012-reporting-snapshot.realdb.test.ts	RES-12 — immutable KPI reporting snapshot and Report Builder lineage does not leak the snapshot or a foreign KPI across tenants	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 403 to be 404 // Object.is equality
b	tests/acceptance/res003a-kpi-recovery-card.e2e.test.ts	RES-003A — KPI Recovery Card canonical loop 6) two parallel POST recovery-card for the same case create exactly one row	Test wywołuje wycofane writery /api/v8/results; runtime zwraca 410 i wskazuje /api/vnext/results/kpi.	AssertionError: expected [ 200, 201 ] to include 410
b	tests/acceptance/res003a-kpi-recovery-card.e2e.test.ts	RES-003A — KPI Recovery Card canonical loop 7) parallel close + continue on the same version: exactly one wins, DB version=2 (not 3)	Test wywołuje wycofane writery /api/v8/results; runtime zwraca 410 i wskazuje /api/vnext/results/kpi.	TypeError: Cannot read properties of undefined (reading 'id')
b	tests/acceptance/res003a-kpi-recovery-card.e2e.test.ts	RES-003A — KPI Recovery Card canonical loop 8) two parallel POST actions with the same idempotencyKey create exactly one action, same id returned	Test wywołuje wycofane writery /api/v8/results; runtime zwraca 410 i wskazuje /api/vnext/results/kpi.	TypeError: Cannot read properties of undefined (reading 'id')
b	tests/acceptance/res003a-kpi-recovery-card.e2e.test.ts	RES-003A — KPI Recovery Card canonical loop 9) retry POST link-task for the same action: the action stays linked to the SAME task both times	Test wywołuje wycofane writery /api/v8/results; runtime zwraca 410 i wskazuje /api/vnext/results/kpi.	TypeError: Cannot read properties of undefined (reading 'id')
b	tests/acceptance/res003a-kpi-recovery-card.e2e.test.ts	RES-003A — KPI Recovery Card canonical loop 10) close succeeds: measurement fresher than activeSince, in-target, evidence + rating present	Test wywołuje wycofane writery /api/v8/results; runtime zwraca 410 i wskazuje /api/vnext/results/kpi.	TypeError: Cannot read properties of undefined (reading 'id')
b	tests/acceptance/res003a-kpi-recovery-card.e2e.test.ts	RES-003A — KPI Recovery Card canonical loop 11) close rejected (STALE_MEASUREMENT) when no measurement is newer than activeSince — card state unchanged	Test wywołuje wycofane writery /api/v8/results; runtime zwraca 410 i wskazuje /api/vnext/results/kpi.	TypeError: Cannot read properties of undefined (reading 'id')
b	tests/acceptance/res003a-kpi-recovery-card.e2e.test.ts	RES-003A — KPI Recovery Card canonical loop 12) close rejected (STILL_BREACHING) when latest measurement is still AMBER/RED — but continue succeeds on the same card	Test wywołuje wycofane writery /api/v8/results; runtime zwraca 410 i wskazuje /api/vnext/results/kpi.	TypeError: Cannot read properties of undefined (reading 'id')
b	tests/acceptance/res003a-kpi-recovery-card.e2e.test.ts	RES-003A — KPI Recovery Card canonical loop 13) close rejected (MISSING_EVIDENCE) via the API when neither evidenceText nor evidenceRef is present	Test wywołuje wycofane writery /api/v8/results; runtime zwraca 410 i wskazuje /api/vnext/results/kpi.	TypeError: Cannot read properties of undefined (reading 'id')
b	tests/acceptance/res003a-kpi-recovery-card.e2e.test.ts	RES-003A — KPI Recovery Card canonical loop 14) close rejected (400) when effectivenessRating is missing/invalid — required by the endpoint before the evidence/measurement gate runs	Test wywołuje wycofane writery /api/v8/results; runtime zwraca 410 i wskazuje /api/vnext/results/kpi.	TypeError: Cannot read properties of undefined (reading 'id')
b	tests/acceptance/res003a-kpi-recovery-card.e2e.test.ts	RES-003A — KPI Recovery Card canonical loop 15) a CLOSED card reopens to ACTIVE via handleTimeSeriesRecorded when a new breaching measurement lands; activeSince advances	Test wywołuje wycofane writery /api/v8/results; runtime zwraca 410 i wskazuje /api/vnext/results/kpi.	TypeError: Cannot read properties of undefined (reading 'id')
b	tests/acceptance/res003a-kpi-recovery-card.e2e.test.ts	RES-003A — KPI Recovery Card canonical loop 16) reopen does not delete pre-existing actions/checkpoints — both survive	Test wywołuje wycofane writery /api/v8/results; runtime zwraca 410 i wskazuje /api/vnext/results/kpi.	TypeError: Cannot read properties of undefined (reading 'id')
b	tests/acceptance/res003a-kpi-recovery-card.e2e.test.ts	RES-003A — KPI Recovery Card canonical loop 18) org B cannot GET org A recovery card — 404, no leak of org A ids	Test wywołuje wycofane writery /api/v8/results; runtime zwraca 410 i wskazuje /api/vnext/results/kpi.	TypeError: Cannot read properties of undefined (reading 'id')
b	tests/acceptance/res003a-kpi-recovery-card.e2e.test.ts	RES-003A — KPI Recovery Card canonical loop 19) org B cannot mutate org A card (PUT/close/continue) — 404, org A card state unchanged	Test wywołuje wycofane writery /api/v8/results; runtime zwraca 410 i wskazuje /api/vnext/results/kpi.	TypeError: Cannot read properties of undefined (reading 'id')
b	tests/acceptance/res003a-kpi-recovery-card.e2e.test.ts	RES-003A — KPI Recovery Card canonical loop 20) org B cannot create a recovery card by guessing org A deviationCaseId	Test wywołuje wycofane writery /api/v8/results; runtime zwraca 410 i wskazuje /api/vnext/results/kpi.	AssertionError: expected 410 to be 404 // Object.is equality
b	tests/acceptance/res003a-kpi-recovery-card.e2e.test.ts	RES-003A — KPI Recovery Card canonical loop 21) positive control: org A can fully read/write/close its own card	Test wywołuje wycofane writery /api/v8/results; runtime zwraca 410 i wskazuje /api/vnext/results/kpi.	AssertionError: expected [ 200, 201 ] to include 410
c	tests/acceptance/rvn-cross-domain-gold-flow.e2e.test.ts	RN-G0 · cross-domain gold-flow (KPI + ROI + outbox as one product) Step 1 — a KPI measurement breaching threshold fires openOrEscalateDeviationCase; event + outbox written atomically	Fixture pomiaru nie otwiera oczekiwanej sprawy odchylenia; dalsze kroki nie mają caseId.	Error: [openRealDeviationCase] no case row found after recordMeasurement
c	tests/acceptance/rvn-cross-domain-gold-flow.e2e.test.ts	RN-G0 · cross-domain gold-flow (KPI + ROI + outbox as one product) Step 2 — one dispatch tick projects the deviation to an obligation-backed notification + canonical state	Fixture pomiaru nie otwiera oczekiwanej sprawy odchylenia; dalsze kroki nie mają caseId.	AssertionError: expected [] to have a length of 1 but got +0
c	tests/acceptance/rvn-cross-domain-gold-flow.e2e.test.ts	RN-G0 · cross-domain gold-flow (KPI + ROI + outbox as one product) Step 3 — materializeInboxItems surfaces the projected notification as a real canonical_inbox_items row	Fixture pomiaru nie otwiera oczekiwanej sprawy odchylenia; dalsze kroki nie mają caseId.	AssertionError: expected undefined to be truthy
c	tests/acceptance/rvn-cross-domain-gold-flow.e2e.test.ts	RN-G0 · cross-domain gold-flow (KPI + ROI + outbox as one product) Step 4 — driving the deviation case through its REAL lifecycle to closure resolves the stale notification and canonical state	Fixture pomiaru nie otwiera oczekiwanej sprawy odchylenia; dalsze kroki nie mają caseId.	AtomicWriteAggregateNotFoundError: Aggregate not found
c	tests/acceptance/rvn-cross-domain-gold-flow.e2e.test.ts	RN-G0 · cross-domain gold-flow (KPI + ROI + outbox as one product) Step 5 — an approved ROI case with a matching pinned finance link projects correct lineage and zero reconciliations	Fixture pomiaru nie otwiera oczekiwanej sprawy odchylenia; dalsze kroki nie mają caseId.	RoiCaseCreationNotAuthorizedError: Creating a ROI case requires a same-tenant ACTIVE OWNER, ADMIN, or current Finance-authority grant.
c	tests/acceptance/rvn-cross-domain-gold-flow.e2e.test.ts	RN-G0 · cross-domain gold-flow (KPI + ROI + outbox as one product) Step 6 — a diverging actual snapshot opens exactly one reconciliation without mutating either side's authoritative source	Fixture pomiaru nie otwiera oczekiwanej sprawy odchylenia; dalsze kroki nie mają caseId.	TypeError: Cannot read properties of undefined (reading 'caseId')
c	tests/acceptance/rvn-cross-domain-gold-flow.e2e.test.ts	RN-G0 · cross-domain gold-flow (KPI + ROI + outbox as one product) Step 7 — cold reopen: re-reading through materializeInboxItems/getInboxItems + listRoiFinance* confirms every earlier claim, nothing depended on in-memory state	Fixture pomiaru nie otwiera oczekiwanej sprawy odchylenia; dalsze kroki nie mają caseId.	AssertionError: expected undefined to be truthy
c	tests/acceptance/rvn-cross-domain-gold-flow.e2e.test.ts	RN-G0 · cross-domain gold-flow (KPI + ROI + outbox as one product) Step 8 — a second organization, run through the same dispatch, sees none of org A's inbox items/projections/reconciliations via the public paths	Fixture pomiaru nie otwiera oczekiwanej sprawy odchylenia; dalsze kroki nie mają caseId.	Error: [openRealDeviationCase] no case row found after recordMeasurement
c	tests/acceptance/rvn-cross-domain-gold-flow.e2e.test.ts	RN-G0 · cross-domain gold-flow (KPI + ROI + outbox as one product) Step 9 — zero outbox rows for this suite's fixtures are left failed/dead_letter/parked, and zero CRITICAL alerts fired	Fixture pomiaru nie otwiera oczekiwanej sprawy odchylenia; dalsze kroki nie mają caseId.	AssertionError: expected [ Array(1) ] to deeply equal []
c	tests/acceptance/rvn-cross-domain-gold-flow.e2e.test.ts	RN-G0 · cross-domain gold-flow (KPI + ROI + outbox as one product) Step 10 — the event log is complete and ordered: every tracked command has its event row + matching dispatched outbox row(s)	Fixture pomiaru nie otwiera oczekiwanej sprawy odchylenia; dalsze kroki nie mają caseId.	AssertionError: expected 0 to be greater than 0
c	tests/acceptance/rvn-g4-roi-kpi-evidence-and-finance-truth.e2e.test.ts	RN-G4 · Point 1+2 — ROI Benefit optional KPI evidence link + Finance projection creates no second source of truth Step 1 — a Benefit line WITH a KPI evidence link resolves real KPI details through the public read path	Aktor fixture nie ma bieżącej same-tenant roli OWNER/ADMIN ani Finance-authority.	RoiCaseCreationNotAuthorizedError: Creating a ROI case requires a same-tenant ACTIVE OWNER, ADMIN, or current Finance-authority grant.
c	tests/acceptance/rvn-g4-roi-kpi-evidence-and-finance-truth.e2e.test.ts	RN-G4 · Point 1+2 — ROI Benefit optional KPI evidence link + Finance projection creates no second source of truth Step 2 — the evidence link is OPTIONAL: the case proceeds through its real lifecycle to "approved" with one benefit line carrying zero evidence links	Aktor fixture nie ma bieżącej same-tenant roli OWNER/ADMIN ani Finance-authority.	TypeError: Cannot read properties of undefined (reading 'row_version')
c	tests/acceptance/rvn-g4-roi-kpi-evidence-and-finance-truth.e2e.test.ts	RN-G4 · Point 1+2 — ROI Benefit optional KPI evidence link + Finance projection creates no second source of truth Step 3 — a finance_projection dispatch tick that projects a value AND opens a reconciliation never mutates any ROI source table (hash+count identical before/after)	Aktor fixture nie ma bieżącej same-tenant roli OWNER/ADMIN ani Finance-authority.	AssertionError: expected [] to have a length of 1 but got +0
c	tests/acceptance/rvn-g4-roi-kpi-evidence-and-finance-truth.e2e.test.ts	RN-G4 · Point 1+2 — ROI Benefit optional KPI evidence link + Finance projection creates no second source of truth Step 4 — cold reopen: every claim above still holds via fresh public-path reads, nothing depended on in-memory state	Aktor fixture nie ma bieżącej same-tenant roli OWNER/ADMIN ani Finance-authority.	AssertionError: expected [] to have a length of 1 but got +0
c	tests/acceptance/rvn-g4-roi-perspectives-parity.e2e.test.ts	RN-G4 · Point 6, ROI leg — individual (getRoiCase) and organizational (listOrganizationRoiBenefitsRealization) perspectives return the SAME caseId/rowVersion, live Step 1 — a real ROI case, driven to "tracking" through real commands, is visible identically from both perspectives	Aktor fixture nie ma bieżącej same-tenant roli OWNER/ADMIN ani Finance-authority.	RoiCaseCreationNotAuthorizedError: Creating a ROI case requires a same-tenant ACTIVE OWNER, ADMIN, or current Finance-authority grant.
c	tests/acceptance/rvn-g4-roi-perspectives-parity.e2e.test.ts	RN-G4 · Point 6, ROI leg — individual (getRoiCase) and organizational (listOrganizationRoiBenefitsRealization) perspectives return the SAME caseId/rowVersion, live Step 2 — a real write (Actual entry + published snapshot) is visible identically from BOTH perspectives afterwards (proves live view, not a point-in-time snapshot/copy)	Aktor fixture nie ma bieżącej same-tenant roli OWNER/ADMIN ani Finance-authority.	TypeError: Cannot read properties of null (reading 'rowVersion')
c	tests/acceptance/rvn-outbox-mywork-projection.e2e.test.ts	RN-G3 · outbox dispatcher + mywork_projection consumer (8 acceptance proofs) Proof 1 — atomic event + outbox write a real command (openOrEscalateDeviationCase via recordMeasurement) writes exactly one event row and exactly one outbox row	Fixture pomiaru nie otwiera oczekiwanej sprawy odchylenia; brak zdarzenia wejściowego projekcji.	Error: [openRealDeviationCase] no case row found after recordMeasurement
c	tests/acceptance/rvn-outbox-mywork-projection.e2e.test.ts	RN-G3 · outbox dispatcher + mywork_projection consumer (8 acceptance proofs) Proof 2 — 5 concurrent claimOutboxBatch calls never claim the same outbox row twice, and cover all seeded rows	Fixture pomiaru nie otwiera oczekiwanej sprawy odchylenia; brak zdarzenia wejściowego projekcji.	Error: [openRealDeviationCase] no case row found after recordMeasurement
c	tests/acceptance/rvn-outbox-mywork-projection.e2e.test.ts	RN-G3 · outbox dispatcher + mywork_projection consumer (8 acceptance proofs) Proof 3 — one dispatch tick against kpi.deviation_opened writes canonical state + a notification for the obligation assignee	Fixture pomiaru nie otwiera oczekiwanej sprawy odchylenia; brak zdarzenia wejściowego projekcji.	Error: [openRealDeviationCase] no case row found after recordMeasurement
c	tests/acceptance/rvn-outbox-mywork-projection.e2e.test.ts	RN-G3 · outbox dispatcher + mywork_projection consumer (8 acceptance proofs) Proof 4 — calling dispatchMyWorkProjection twice against the same claimed row produces exactly one notification/canonical-state/processed row	Fixture pomiaru nie otwiera oczekiwanej sprawy odchylenia; brak zdarzenia wejściowego projekcji.	Error: [openRealDeviationCase] no case row found after recordMeasurement
c	tests/acceptance/rvn-outbox-mywork-projection.e2e.test.ts	RN-G3 · outbox dispatcher + mywork_projection consumer (8 acceptance proofs) Proof 5 — a failed dispatch (no consumer registered for the group) backs off next_attempt_at and stays "failed", not "dead_letter"	Fixture pomiaru nie otwiera oczekiwanej sprawy odchylenia; brak zdarzenia wejściowego projekcji.	Error: [openRealDeviationCase] no case row found after recordMeasurement
c	tests/acceptance/rvn-outbox-mywork-projection.e2e.test.ts	RN-G3 · outbox dispatcher + mywork_projection consumer (8 acceptance proofs) Proof 6 — dead letter + alert, and IO-C parking markFailed driven to max_attempts -> status=dead_letter and the dispatcher fires exactly one CRITICAL sendSystemAlert for that group	Fixture pomiaru nie otwiera oczekiwanej sprawy odchylenia; brak zdarzenia wejściowego projekcji.	Error: [openRealDeviationCase] no case row found after recordMeasurement
c	tests/acceptance/rvn-outbox-mywork-projection.e2e.test.ts	RN-G3 · outbox dispatcher + mywork_projection consumer (8 acceptance proofs) Proof 6 — dead letter + alert, and IO-C parking IO-C: a row for an UNBUILT_CONSUMER_GROUPS member parks (status=parked) with an INFO notice, never a CRITICAL dead-letter alert	Fixture pomiaru nie otwiera oczekiwanej sprawy odchylenia; brak zdarzenia wejściowego projekcji.	Error: [openRealDeviationCase] no case row found after recordMeasurement
c	tests/acceptance/rvn-outbox-mywork-projection.e2e.test.ts	RN-G3 · outbox dispatcher + mywork_projection consumer (8 acceptance proofs) Proof 7 — materializeInboxItems surfaces the projected notification; kpi.deviation_closed resolves it (IO-E) and re-materialization no longer surfaces it as unread	Fixture pomiaru nie otwiera oczekiwanej sprawy odchylenia; brak zdarzenia wejściowego projekcji.	Error: [openRealDeviationCase] no case row found after recordMeasurement
c	tests/acceptance/rvn-outbox-mywork-projection.e2e.test.ts	RN-G3 · outbox dispatcher + mywork_projection consumer (8 acceptance proofs) Proof 8 — two orgs whose deviation cases share the same literal aggregate_id: the dispatcher never leaks one org's state/notification into the other	Fixture pomiaru nie otwiera oczekiwanej sprawy odchylenia; brak zdarzenia wejściowego projekcji.	Error: [openRealDeviationCase] no case row found after recordMeasurement
c	tests/acceptance/t2-sla-flow.e2e.test.ts	T2 · slaService.runSlaCheck — overdue approval_assignments escalates exactly once escalates the overdue assignment to the org admin and enqueues exactly one ESCALATION + one APPROVAL_DUE notification	Fixture oczekuje stałego odbiorcy, lecz resolver wybiera faktycznego administratora organizacji.	AssertionError: expected 0 to be greater than or equal to 1
d	tests/acceptance/t2-sla-flow.e2e.test.ts	T2 · slaService.runSlaCheck — overdue approval_assignments escalates exactly once a second sweep does NOT re-escalate or duplicate notifications (escalated_at gate = dedup)	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected +0 to be 2 // Object.is equality
c	tests/acceptance/t2-sla-flow.e2e.test.ts	T2 · FINDING — SLA sweep has no assignment_kind filter (also escalates artifact reviews) an overdue assignment_kind=artifact row is escalated by the SAME generic sweep as workqueue proposals	Fixture oczekuje stałego odbiorcy, lecz resolver wybiera faktycznego administratora organizacji.	AssertionError: expected null to be '4adcc1a3-0a8a-4fc9-94f9-f42b097a639c' // Object.is equality
d	tests/acceptance/t9f-facilitation.e2e.test.ts	T9-1 facilitation phase/timer/end facilitator sets phase → persisted + read back (start→organize→converge)	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	TypeError: Cannot read properties of undefined (reading 'current_phase')
d	tests/acceptance/t9f-facilitation.e2e.test.ts	T9-1 facilitation phase/timer/end rejects an illegal lifecycle transition (organize→handoff) with 409	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	TypeError: Cannot read properties of undefined (reading 'current_phase')
d	tests/acceptance/t9f-facilitation.e2e.test.ts	T9-1 facilitation phase/timer/end arms the shared timer → timer_ends_at persisted; stop clears it	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	TypeError: Cannot read properties of undefined (reading 'timer_ends_at')
d	tests/acceptance/t9f-facilitation.e2e.test.ts	T9-1 facilitation phase/timer/end ends the session → closed + ended_at + turnout summary; then freezes mutations	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected +0 to be 1 // Object.is equality
d	tests/acceptance/teresa-six.e2e.test.ts	Acceptance: TERESA axis — table (generateDeliverable type=table) materializes a real my_ideas/my_idea_maps row with preferred_tool=table	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected [] to have a length of 1 but got +0
d	tests/acceptance/teresa-six.e2e.test.ts	Acceptance: TERESA axis — whiteboard (generateDeliverable type=whiteboard) materializes a real my_ideas/my_idea_maps row with preferred_tool=whiteboard	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected [] to have a length of 1 but got +0
d	tests/acceptance/teresa-six.e2e.test.ts	Acceptance: TERESA axis — process_flow (generateDeliverable type=process_flow) materializes a real my_ideas/my_idea_maps row + a real EvidenceContract (HP-16/HP-17)	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected [] to have a length of 1 but got +0
d	tests/acceptance/teresa-six.e2e.test.ts	Acceptance: TERESA axis — deck (generateDeliverable type=presentation) creates a real presentation_decks row synchronously and materializes deck_json in the background	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected [] to have a length of 1 but got +0
d	tests/acceptance/teresa-six.e2e.test.ts	Acceptance: TERESA axis — document (generateDeliverable type=document) creates a real work_canvas_drafts row, materializes a real wave5_artifacts row, and schema.artifactId matches the real row id (Word artifactId fix)	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected [] to have a length of 1 but got +0
d	tests/acceptance/teresa-six.e2e.test.ts	Acceptance: TERESA axis — sheet (generateDeliverable type=sheet) creates a real work_canvas_drafts row (kind=table) and materializes a real GFM markdown table	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected [] to have a length of 1 but got +0
d	tests/acceptance/tls04-swot-proposal-lifecycle.e2e.test.ts	TLS-04 — generate → reject → no change reject never applies the proposal — answers.items unchanged before and after reject	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 403 to be 200 // Object.is equality
d	tests/acceptance/tls04-swot-proposal-lifecycle.e2e.test.ts	TLS-04 — generate → edit → accept → read-back → hard reload accepting WITH an edit persists the EDITED text (not the raw AI proposal), and a fresh reload of the same session returns it again	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 403 to be 200 // Object.is equality
d	tests/acceptance/tls04-swot-proposal-lifecycle.e2e.test.ts	TLS-04 — generate → edit → accept → read-back → hard reload accepting with a PARTIAL editedAfter ({ text } only, matching what the real UI sends) merges onto the proposal, never strips quadrant/id	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 403 to be 200 // Object.is equality
d	tests/acceptance/tls04-swot-proposal-lifecycle.e2e.test.ts	TLS-04 — idempotent accept retry retrying accept with the SAME expectedVersion after it already succeeded → 409 ALREADY_DECIDED, item never applied twice	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 403 to be 200 // Object.is equality
d	tests/acceptance/tls04-swot-proposal-lifecycle.e2e.test.ts	TLS-04 — idempotent generate retry after PROVIDER_ERROR a failed generate (transport error, both internal attempts) creates zero rows; a manually-retried second call creates exactly one clean batch	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 403 to be 200 // Object.is equality
d	tests/acceptance/tls04-swot-proposal-lifecycle.e2e.test.ts	TLS-04 — concurrent accept two genuinely concurrent accept requests for the same pending proposal → exactly one 200, one 409, applied exactly once	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 403 to be 200 // Object.is equality
d	tests/acceptance/tls04-swot-proposal-lifecycle.e2e.test.ts	TLS-04 — stale version accepting with a stale expectedVersion → 409 STALE_VERSION with the true currentVersion, proposal stays pending (rollback of BOTH the proposal flip and the session write)	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 403 to be 200 // Object.is equality
d	tests/acceptance/tls04-swot-proposal-lifecycle.e2e.test.ts	TLS-04 — malformed model response, no fake success schema-invalid response on BOTH service attempts → 502 INVALID_MODEL_RESPONSE, retryable:true, zero rows created	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 403 to be 200 // Object.is equality
d	tests/acceptance/tls04-swot-proposal-lifecycle.e2e.test.ts	TLS-04 — malformed model response, no fake success transport error (throw) on BOTH service attempts → 503 PROVIDER_ERROR, zero rows created	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 403 to be 200 // Object.is equality
d	tests/acceptance/tls04-swot-proposal-lifecycle.e2e.test.ts	TLS-04 fix packet — BLOCKER 1: ordinary PUT/autosave bumps version, protecting against a stale proposal generate at V -> real PUT changes SWOT -> V+1 -> accept stale proposal -> 409, proposal pending, manual edit survives untouched	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 403 to be 200 // Object.is equality
d	tests/acceptance/tls04-swot-proposal-lifecycle.e2e.test.ts	TLS-04 fix packet — BLOCKER 2: malicious/confused currentVersion cannot bypass staleness proposal generated at V, session bumped to V+1, caller sends expectedVersion=V+1 (the CURRENT version, not the proposal's own) -> still 409 STALE_VERSION, zero changes	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 403 to be 200 // Object.is equality
d	tests/acceptance/tls04-swot-proposal-lifecycle.e2e.test.ts	TLS-04 fix packet — BLOCKER 2: malicious/confused currentVersion cannot bypass staleness an expectedVersion assertion that matches the proposal's own recorded version still succeeds normally	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 403 to be 200 // Object.is equality
d	tests/acceptance/tls04-swot-proposal-lifecycle.e2e.test.ts	TLS-04 fix packet — BLOCKER 2: malicious/confused currentVersion cannot bypass staleness omitting expectedVersion entirely still uses the proposal's own recorded version as the real CAS source	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 403 to be 200 // Object.is equality
d	tests/acceptance/tls04-swot-proposal-lifecycle.e2e.test.ts	TLS-04 fix packet — BLOCKER 3: editedAfter is immutable except text editedAfter with a "quadrant" key -> 400, proposal stays pending, session untouched	NODE_ENV=test wybrał mock DB, bo job nie ustawiał RUN_DB_TESTS=1 i MOCK_DB=false; ten sam nazwany test zniknął po wymuszeniu realnego PG.	AssertionError: expected 403 to be 200 // Object.is equality
